Komentar,Sentimen
"Tanx: Not Bolan's best, but one of my all time favorite T. Rex albums. My absolute all time favorite song is ""Broken Hearted Blues."" If you've bought ""Electric Warrior"" and ""The Slider,"" this would be the next CD to buy. A great mix of rock, blues, and boogie.",Positif
"Really Enjoyed it!: This was a wonderful read on poetry, and I especially enjoyed the creative imagery, the recognition of the meaning and value of work and the subtle weaving metaphors as the author worked to uncover the underlying truths of all of our lives.",Positif
"Thank you NPR for introducing me to Shelby's music!: A little bluesy, a little jazzy, a little country. She has a voice that can sound like both Bonnie Rait and Ricky Lee Jones. Each song falls into a different music category. Looking forward to future albums!",Positif
"Must have!: I was given one of these hand print towers for my first born. When my second came along, I needed another & didn't have a clue where to find one. The cheapest I found were on Amazon.com & I love them! They are a must have for each of your children!",Positif
Not too bad: This is a great extension to the Windows 98 line of operating systems. Unfortunately it is also the last in that line. The flexibility of having a modern operating system with Dos compatibility was a great idea so long as it was handled correctly.,Positif
"Damn Good: This, for me at least, is the forth-best game this year, behind Homeworld, Unreal Tournament and Counter strike. This means that it's a definite must buy on my list, however I have it, so that makes it a must buy for you.It is a great sequel to AOE1",Positif
"A Secret: Dubstar are one of the biggest kept secrets in the music business. Goodbye is Dubstars best album and it contains the hit singles, No More Talk, I Will Be Your Girlfriend, Cathedral Park and Stars. This album is worth a listen even if you dont buy it",Positif
"Gritty and great: I love this single, maps is a great song, and Karen O shows us that she can really sing. The second track, countdown is the jewel of this single and worth the price alone in my opinion. A great and gritty rock song with Karen O in great form.",Positif
Great for working out: The sound quality is good but you can't beat a pair of headphones designed to not fall out during a jog. I do a decent amount of trail running and had always struggled to find good headphones in the past. These are great for working out!,Positif
"puzzle game with a story...: The puzzle part of this game is great - but the story well it is a little INVOLVED for me, but I still love the game and play it all the time. Just wish it was easier to warm up to the storyline. If you love puzzle games go for it!",Positif
Best Songs i ever heard: Man i tell ya when i went to germany and i heard these songs........Let's jut say Nobody offers better Dance/Techno music out there......These people are just cray......The beats and the songs just make your body crave for more........,Positif
Cargo Vest: This is terrific! Just what I was looking for. I had to look up why there's a cotton patch on the pocket (it's for holding fishing lures). The vest fits perfectly and is just what I needed. It will hold everything. I don't need my backpack anymore.,Positif
"Amazingly soft hair!: I have been looking for an all natural shampoo, and this is a wonderful one. It made my hair incredibly soft with tons of body--I was incredibly surprised at how well it worked on my hair. The sample is worth the price just to test it out.",Positif
"I hate reductionists: As philosophy of science this work is very fascinating. Unfortunately it is permeated with rather Marxist ideas which the author seems to cherish. But, as an incissive criticism of reductionist science, especially biology, it is very good.",Positif
History in action: I love history - especially Biblical history and this book uses the information in the Bible and then builds on that information with researched information to make it come alive. It seemed like a long book at the start but it ended too soon.,Positif
"Keurig B70 Coffee System: I am so happy with my Keurig B70 Platinum Coffee system. I am mostly impressed with the easiness of it's use, and the quality and reproducibility of each and every cup of coffee I make. I highly recommend that every household have one.",Positif
"Hoover U55607-900 Elite Rewind Bagless Upright: This vacuum works great. It works so much better then expensive ones that I bought.The suction is awesome. It's not to heavy. Would recomend it to anyone who has athritis, because of how you can adjust the handle.",Positif
Wow...: This statue is an amazing piece. The level of detail and craftsmanship is top notch. I'm glad I was able to pick up this piece while it was still available. I'm kicking myself for missing out on the Skeletor statue that was available a couple years ago.,Positif
"Golly.: Showy and theatrical makes women swoon and men's chests swell lush breathless passionate no-holds-barred romance more powerful than any film soundtrack. Above the keyboard, bangs flopping sweat spraying and whiplash over the keys. Plato's Idea of Piano.",Positif
"Great Foot Bath: I purchased it as a gift, and I've been thanked a few times already! Works very well and is a big size to handle size 13's! If there would be a down side, it would be that it is heavy to lift to empty. The positives way out-weigh this one item.",Positif
